N;M;Output
100000;1024;106432
100000;1024;95945
100000;1024;101101
100000;1024;104229
100000;1024;93801
100000;1024;95070
100000;1024;101050
100000;1024;96965
100000;1024;103980
100000;1024;97659
100000;1024;103719
100000;1024;100305
100000;1024;98711
100000;1024;99030
100000;1024;105094
100000;1024;104148
100000;1024;97768
100000;1024;104315
100000;1024;104630
100000;1024;95953
100000;1024;99749
100000;1024;97648
100000;1024;102904
100000;1024;101014
100000;1024;97247
100000;1024;102501
100000;1024;95602
100000;1024;101250
100000;1024;99459
100000;1024;105495
100000;1024;101321
100000;1024;101076
100000;1024;106646
100000;1024;100160
100000;1024;103515
100000;1024;99719
100000;1024;102368
100000;1024;103922
100000;1024;101459
100000;1024;102248
100000;1024;102146
100000;1024;106328
100000;1024;97462
100000;1024;101139
100000;1024;99603
100000;1024;103476
100000;1024;105556
100000;1024;96393
100000;1024;102089
100000;1024;105033
100000;1024;99924
100000;1024;96936
100000;1024;96805
100000;1024;104336
100000;1024;101993
100000;1024;99309
100000;1024;102880
100000;1024;104124
100000;1024;101723
100000;1024;103974
100000;1024;94793
100000;1024;102067
100000;1024;102508
100000;1024;102779
100000;1024;93929
100000;1024;95916
100000;1024;99927
100000;1024;98463
100000;1024;100865
100000;1024;100083
100000;1024;97042
100000;1024;99173
100000;1024;97036
100000;1024;101866
100000;1024;97872
100000;1024;105257
100000;1024;105518
100000;1024;97495
100000;1024;100667
100000;1024;100520
100000;1024;102304
100000;1024;98769
100000;1024;101484
100000;1024;105476
100000;1024;91921
100000;1024;106541
100000;1024;104594
100000;1024;97690
100000;1024;99414
100000;1024;103494
100000;1024;101438
100000;1024;102651
100000;1024;101545
100000;1024;103906
100000;1024;101951
100000;1024;100982
100000;1024;101449
100000;1024;98811
100000;1024;101630
100000;1024;100506
100000;1024;98261
100000;1024;101248
100000;1024;97139
100000;1024;99121
100000;1024;99293
100000;1024;96994
100000;1024;97877
100000;1024;99307
100000;1024;100841
100000;1024;96634
100000;1024;105794
100000;1024;100861
100000;1024;100784
100000;1024;103053
100000;1024;98187
100000;1024;100416
100000;1024;104266
100000;1024;102468
100000;1024;101689
100000;1024;106438
100000;1024;99683
100000;1024;94494
100000;1024;97072
100000;1024;98721
100000;1024;101667
100000;1024;100519
100000;1024;104564
100000;1024;102009
100000;1024;99099
100000;1024;98303
100000;1024;103759
100000;1024;98263
100000;1024;101545
100000;1024;101078
100000;1024;97662
100000;1024;97120
100000;1024;106389
100000;1024;104636
100000;1024;100177
100000;1024;101470
100000;1024;101086
100000;1024;102681
100000;1024;94922
100000;1024;96005
100000;1024;98229
100000;1024;99312
100000;1024;100254
100000;1024;97223
100000;1024;96440
100000;1024;104410
100000;1024;101907
100000;1024;97862
100000;1024;97280
100000;1024;98313
100000;1024;98004
100000;1024;101402
100000;1024;102926
100000;1024;95357
100000;1024;98773
100000;1024;98277
100000;1024;102925
100000;1024;96996
100000;1024;98516
100000;1024;100423
100000;1024;97887
100000;1024;95827
100000;1024;108888
100000;1024;99215
100000;1024;103654
100000;1024;98427
100000;1024;94562
100000;1024;97668
100000;1024;99717
100000;1024;100977
100000;1024;102581
100000;1024;102141
100000;1024;97787
100000;1024;100559
100000;1024;108018
100000;1024;100079
100000;1024;100616
100000;1024;96464
100000;1024;99484
100000;1024;102998
100000;1024;105290
100000;1024;97959
100000;1024;107541
100000;1024;102198
100000;1024;96411
100000;1024;95498
100000;1024;98024
100000;1024;96478
100000;1024;100784
100000;1024;101209
100000;1024;103357
100000;1024;96951
100000;1024;95508
100000;1024;99742
100000;1024;98871
100000;1024;96648
100000;1024;98949
100000;1024;95077
100000;1024;98641
100000;1024;97506
100000;1024;96961
100000;1024;103028
100000;1024;101963
100000;1024;101935
100000;1024;96551
100000;1024;105460
100000;1024;92207
100000;1024;99420
100000;1024;97646
100000;1024;103831
100000;1024;100781
100000;1024;97917
100000;1024;100803
100000;1024;99534
100000;1024;104682
100000;1024;97743
100000;1024;103155
100000;1024;102542
100000;1024;100777
100000;1024;99432
100000;1024;97772
100000;1024;87743
100000;1024;97466
100000;1024;99900
100000;1024;99400
100000;1024;99450
100000;1024;91906
100000;1024;101826
100000;1024;96797
100000;1024;100539
100000;1024;104169
100000;1024;103041
100000;1024;100083
100000;1024;100183
100000;1024;101253
100000;1024;98295
100000;1024;97577
100000;1024;99424
100000;1024;104582
100000;1024;101519
100000;1024;101170
100000;1024;100649
100000;1024;100112
100000;1024;105203
100000;1024;101402
100000;1024;104861
100000;1024;104325
100000;1024;101871
100000;1024;93780
100000;1024;97504
100000;1024;101317
100000;1024;98178
100000;1024;102900
100000;1024;102294
100000;1024;99331
100000;1024;100740
100000;1024;96850
100000;1024;101366
100000;1024;103278
100000;1024;96372
100000;1024;103290
100000;1024;100591
100000;1024;98062
100000;1024;94882
100000;1024;100063
100000;1024;101083
100000;1024;101098
100000;1024;105310
100000;1024;102607
100000;1024;99897
100000;1024;95748
100000;1024;100487
100000;1024;89587
100000;1024;101744
100000;1024;104880
100000;1024;106362
100000;1024;101103
100000;1024;100945
100000;1024;98000
100000;1024;93801
100000;1024;100021
100000;1024;97776
100000;1024;100877
100000;1024;96969
100000;1024;96922
100000;1024;96226
100000;1024;98506
100000;1024;99012
100000;1024;95094
100000;1024;98797
100000;1024;105813
100000;1024;101415
100000;1024;104084
100000;1024;100658
100000;1024;100313
100000;1024;100477
100000;1024;97835
100000;1024;97725
100000;1024;98212
100000;1024;93697
100000;1024;93235
100000;1024;99772
100000;1024;101401
100000;1024;100412
100000;1024;95439
100000;1024;101124
100000;1024;99615
100000;1024;99542
100000;1024;104743
100000;1024;103271
100000;1024;97152
100000;1024;101555
100000;1024;103078
100000;1024;102432
100000;1024;101890
100000;1024;98448
